estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
A2C_LSTM,87,-2.3577225874760188e-05,,0,[35119],4
A2C_LSTM,88,-0.0001282861630897969,,0,[34659],4
A2C_LSTM,89,-0.00020320784824434668,,0,[34514],4
A2C_LSTM,90,-0.00012911159137729555,,0,[35539],4
A2C_LSTM,91,-0.00017937822849489748,,0,[34667],4
A2C_LSTM,92,-9.681361552793533e-05,,0,[35033],4
A2C_LSTM,93,-7.818730227882043e-05,,0,[34889],4
A2C_LSTM,94,-0.00011342633661115542,,0,[35091],4
A2C_LSTM,95,3.7659804821014404,,0,[34937],4
A2C_LSTM,96,-0.00010451464913785458,,0,[35080],4
A2C_LSTM,97,-0.00011712045670719817,,0,[34590],4
A2C_LSTM,98,8.113015174865723,,0,[34777],4
A2C_LSTM,99,8.043624877929688,,0,[34459],4
A2C_LSTM,100,-0.00020259281154721975,,0,[34807],4
A2C_LSTM,1,-7.212496484498843e-07,,0,[34675],3
A2C_LSTM,2,6.524760101456195e-05,,0,[34789],3
A2C_LSTM,3,-0.00014164592721499503,,0,[34402],3
A2C_LSTM,4,-7.949845166876912e-05,,0,[35118],3
A2C_LSTM,5,0.03385971859097481,,0,[34272],3
A2C_LSTM,6,0.038938574492931366,,0,[34669],3
A2C_LSTM,7,-0.00020081271941307932,,0,[34386],3
A2C_LSTM,8,8.51026439666748,,0,[34710],3
A2C_LSTM,9,-2.7047983166994527e-05,,0,[35331],3
A2C_LSTM,10,0.00029995053773745894,,0,[35069],3
A2C_LSTM,11,1.5976357460021973,,0,[34701],3
A2C_LSTM,12,18.649578094482422,,0,[34705],3
A2C_LSTM,13,-0.0002360494836466387,,0,[34846],3
A2C_LSTM,14,3.105252504348755,,0,[35175],3
A2C_LSTM,15,-2.5158346034004353e-05,,0,[35112],3
A2C_LSTM,16,-0.00014897336950525641,,0,[34906],3
A2C_LSTM,17,26.55288314819336,,0,[35066],3
A2C_LSTM,18,-3.973907223553397e-05,,0,[34268],3
A2C_LSTM,19,-1.9885104848071933e-05,,0,[34756],3
A2C_LSTM,20,-5.85139641771093e-05,,0,[35452],3
A2C_LSTM,21,0.3513498902320862,,0,[35279],3
A2C_LSTM,22,-0.00020788999972864985,,0,[34674],3
A2C_LSTM,23,-0.00023428068379871547,,0,[34870],3
A2C_LSTM,24,-0.00015465531032532454,,0,[35064],3
A2C_LSTM,25,-3.6463443393586203e-05,,0,[34666],3
A2C_LSTM,26,-9.302651960751973e-06,,0,[34659],3
A2C_LSTM,27,-0.0001679889828665182,,0,[34817],3
A2C_LSTM,28,-6.592519639525563e-05,,0,[34558],3
A2C_LSTM,29,0.006062033586204052,,0,[34951],3
A2C_LSTM,30,-4.924965833197348e-05,,0,[35421],3
A2C_LSTM,31,-0.00013065770326647907,,0,[35147],3
A2C_LSTM,32,18.99651336669922,,0,[34867],3
A2C_LSTM,33,5.8044352531433105,,0,[34618],3
A2C_LSTM,34,-9.293430048273876e-05,,0,[35060],3
A2C_LSTM,35,-0.00012004745076410472,,0,[34741],3
A2C_LSTM,36,-8.316793537233025e-05,,0,[35026],3
A2C_LSTM,37,-0.00011943468416575342,,0,[34762],3
A2C_LSTM,38,-8.581489237258211e-05,,0,[34864],3
A2C_LSTM,39,42.5897102355957,,0,[34614],3
A2C_LSTM,40,-4.883794827037491e-05,,0,[34908],3
A2C_LSTM,41,-3.147474126308225e-05,,0,[34951],3
A2C_LSTM,42,-0.00013365801714826375,,0,[34588],3
A2C_LSTM,43,0.00013520543870981783,,0,[34901],3
A2C_LSTM,44,-0.00010630444012349471,,0,[34524],3
A2C_LSTM,45,0.016408802941441536,,0,[34334],3
A2C_LSTM,46,0.26162007451057434,,0,[34915],3
A2C_LSTM,47,-9.36474243644625e-05,,0,[34880],3
A2C_LSTM,48,-6.74998082104139e-05,,0,[34657],3
A2C_LSTM,49,8.047593116760254,,0,[34534],3
A2C_LSTM,50,4.960779190063477,,0,[34601],3
A2C_LSTM,51,-6.618472252739593e-05,,0,[35117],3
A2C_LSTM,52,-1.8212589566246606e-05,,0,[34707],3
A2C_LSTM,53,-0.00036290843854658306,,0,[34570],3
A2C_LSTM,54,-4.140358924865723,,0,[34637],3
A2C_LSTM,55,1452.1766357421875,,0,[34968],3
A2C_LSTM,56,0.006011095363646746,,0,[34753],3
A2C_LSTM,57,-0.00018109493248630315,,0,[34695],3
A2C_LSTM,58,-0.0002612879907246679,,0,[34672],3
A2C_LSTM,59,-4.865699156653136e-05,,0,[34807],3
A2C_LSTM,60,-0.00010492098226677626,,0,[35177],3
A2C_LSTM,61,-8.36699255160056e-05,,0,[34849],3
A2C_LSTM,62,-0.0001399753091391176,,0,[34772],3
A2C_LSTM,63,-0.00020890469022560865,,0,[34740],3
A2C_LSTM,64,107.6107406616211,,0,[35237],3
A2C_LSTM,65,-2.2964482923271134e-05,,0,[35076],3
A2C_LSTM,66,0.00011169003846589476,,0,[34724],3
A2C_LSTM,67,-9.251932351617143e-05,,0,[34672],3
A2C_LSTM,68,0.35784295201301575,,0,[34568],3
A2C_LSTM,69,-0.00018503054161556065,,0,[35239],3
A2C_LSTM,70,-4.467881080927327e-05,,0,[34836],3
A2C_LSTM,71,-0.00013985042460262775,,0,[35179],3
A2C_LSTM,72,10.295116424560547,,0,[34872],3
A2C_LSTM,73,-0.0002475720248185098,,0,[34619],3
A2C_LSTM,74,-0.0001902909280033782,,0,[35116],3
A2C_LSTM,75,-0.00013575531193055212,,0,[34636],3
A2C_LSTM,76,-0.00016486304230056703,,0,[35389],3
A2C_LSTM,77,-0.0003955979773309082,,0,[35169],3
A2C_LSTM,78,-2.4692522856639698e-05,,0,[34102],3
A2C_LSTM,79,-0.00026532888296060264,,0,[35114],3
A2C_LSTM,80,-0.00022548888227902353,,0,[35127],3
A2C_LSTM,81,-3.2064046536106616e-05,,0,[35054],3
A2C_LSTM,82,-0.00017189084610436112,,0,[35223],3
A2C_LSTM,83,-0.0002906298032030463,,0,[35540],3
A2C_LSTM,84,-0.00019868387607857585,,0,[34758],3
A2C_LSTM,85,-0.00015901362348813564,,0,[34741],3
A2C_LSTM,86,0.002594826277345419,,0,[34582],3
A2C_LSTM,87,-0.0003517850418575108,,0,[35080],3
A2C_LSTM,88,-0.0001295741822104901,,0,[34960],3
A2C_LSTM,89,-8.946875459514558e-05,,0,[34355],3
A2C_LSTM,90,-5.112001599627547e-05,,0,[34506],3
A2C_LSTM,91,-0.00022037149756215513,,0,[35044],3
A2C_LSTM,92,-0.00013438134919852018,,0,[34342],3
A2C_LSTM,93,-0.00039492445648647845,,0,[34379],3
A2C_LSTM,94,-6.578034663107246e-05,,0,[34799],3
A2C_LSTM,95,6.771613597869873,,0,[34505],3
A2C_LSTM,96,-0.00013281064457260072,,0,[34543],3
A2C_LSTM,97,-0.00010997737263096496,,0,[34249],3
A2C_LSTM,98,-9.89572872640565e-05,,0,[35344],3
A2C_LSTM,99,-0.00010684865992516279,,0,[34737],3
A2C_LSTM,100,-0.0002940541016869247,,0,[34571],3
